mrkl_shop_id;shop_name;business_name;identification_number;first_names;last_names;email;address;address_ref;phone;phone_secondary;logo;branch;web_site;description;UNIDAD DE NEGOCIO;DIVISI�N;ruc;created_at;trade_name;state
2113;UN LUNAR BABY STORE;BAUTISTA ENCISO DE QUISPE NANCY SALOME;10433741485;Nancy;Bautista Enciso;info@unlunar.pe;Sector 6 Grupo 4 Mz H Lt 6 - Villa El Salvador;Sector 6 Grupo 4 Mz H Lt 6 - Villa El Salvador;954777747;954777746;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2113;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2113;null;Marca con productos para beb�s y ni�os hechos 100% por manos peruanas. Banquitos con animalitos tejidos a mano para el disfrute de los peque�os de la casa, tan lindos como apachurrables.;BLANDOS;INFANTIL;10433741485;1/16/2019;UN LUNAR BABY STORE;Abierta
2114;Hogarama;HOGARAMA PERU S.A.C;20603139560;Luc�a;Calvete Valencia;gerente.peru@hogarama.com;AV. PASEO DE LA REPUBLICA NRO. 1807 URB. PASEO DE LA REPUBLICA LIMA - LIMA - CHORRILLOS;AV. PASEO DE LA REPUBLICA NRO. 1807 URB. PASEO DE LA REPUBLICA LIMA - LIMA - CHORRILLOS;986 672 017;954 696 448;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2114;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2114;null;Somos una tienda de decoraci�n para el hogar, en donde podr�s encontrar moda para tu casa a los precios m�s accesibles.;HOGAR;DECOHOGAR;20603139560;1/22/2019;Hogarama;Abierta
2115;UTILIBROS;REPRESENTACIONES EDITORIALES Y COMERCIALES S.A.C.;20602012264;GUILLERMO IVAN;ASCOY BALCAZAR;ventas@utilibros.com.pe;JR. SUECIA NRO. 1254 DPTO. A URB. SAN RAFAEL (ALT.CDRA 12 AV NACIONES UNIDAS) LIMA - LIMA - LIMA;JR. SUECIA NRO. 1254 DPTO. A URB. SAN RAFAEL (ALT.CDRA 12 AV NACIONES UNIDAS) LIMA - LIMA - LIMA;982533006;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2115;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2115;null;null;NUEVOS NEGOCIOS;OTRAS CATEGORIAS;20602012264;1/22/2019;UTILIBROS;Abierta
2118;S T Store;STECH PERU E.I.R.L.;20602484654;Steve;Pedroza;stech.pagos@gmail.com;Av. Honorio Delgado 224, Urb. Ingenier�a, San Martin de Porres � Lima;Av. Honorio Delgado 224, Urb. Ingenier�a, San Martin de Porres � Lima;951201917;989383025;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2118;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2118;www.s-tech.com.pe;S&T Store de todo para tu hogar en tecnolog�a;HOGAR;ELECTROHOGAR;20602484654;1/29/2019;S T Store;Abierta
2120;Starhome;CRIBILLERO DELGADO YRMA JEANINA;10087039558;Michael;Starke Cribillero;muebles.starhome@gmail.com;Calle Dos de Mayo 164, San Miguel, Lima;Calle Dos de Mayo 164, San Miguel, Lima;934831966;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2120;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2120;null;"An�mese a darle un toque de modernidad a sus espacios. Muebles Starhome cuenta con una gran variedad de muebles elaborados con materiales de primera calidad. Nuestro objetivo es brindar al cliente una grata experiencia de compra; basada en una buena relaci�n calidad-precio. Tiene un espacio y no sabe que hacer con �l? le ayudamos. La pasi�n por el dise�o y los detalles nos ha llevado a lograr piezas �nicas para todos los espacios de la casa. Deje volar su creatividad, haremos de su espacio so�ado una realidad, contamos con personal especializado y un servicio de post-venta personalizado.";HOGAR;DECOHOGAR;10087039558;2/4/2019;Starhome;Abierta
2121;KTZ Store;KTZ DISE�OS Y ESTILOS E.I.R.L;20563632624;SUSAN;PERALTA NI�O DE GUZMAN;contacto@ktzperu.com;CAL.LOS ALHELIES MZQ 1 A LTE 1 URB. LA MOLINA VIEJA 1E LIMA - LIMA - LA MOLINA;CAL.LOS ALHELIES MZA. Q1A LOTE. 1 URB. LA MOLINA VIEJA 1E LIMA - LIMA - LA MOLINA;964393128;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2121;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2121;www.ktzperu.com;SOMOS UNA EMPRESA PERUANA QUE NOS DEDICAMOS A LA FABRICACION DE RASCADORES Y GIMNASIOS PARA GATOS,USAMOS INSUMOS DE ALTA CALIDAD, CERO TOXICIDAD;NUEVOS NEGOCIOS;OTRAS CATEGORIAS;20563632624;2/4/2019;KTZ Store;Abierta
2122;Fiely Hogar;FIELY PERU E.I.R.L.;20543774287;Marisol Avilina;Marino Calixto;contacto@fielyperu.com;CAL.ARICA NRO. 430 INT. 130 URB. SURQUILLO LIMA - LIMA - MIRAFLORES;CAL.ARICA NRO. 430 INT. 130 URB. SURQUILLO LIMA - LIMA - MIRAFLORES;952901464;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2122;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2122;null;Fiely Per� comercializa sillas para tu hogar, de acuerdo a las tendencias del mercado global con el fin de satisfacer los requerimientos y necesidades de nuestros clientes, brindando calidad y diferenci�ndonos por nuestro alto servicio personalizado. Que ofrecemos? Sillas para el hogar (comedor, bar, ambientes de estudio, terrazas). Con que material trabajamos? Polipropileno Nylon Cromados Madera Los invito a visitar nuestra tienda online y hacer sus pedidos por medio de esta plataforma.;HOGAR;DECOHOGAR;20543774287;2/4/2019;Fiely Hogar;Abierta
2124;BATA;EMPRESAS COMERCIALES S.A.;20101951872;Gerardo;Ramos;sumeet.chugani@bata.com;AV. RICARDO PALMA NRO. 341 INT. 1101 (PISO 11) LIMA - LIMA - MIRAFLORES;AV. RICARDO PALMA NRO. 341 INT. 1101 (PISO 11) LIMA - LIMA - MIRAFLORES;997504678;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2124;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2124;null;Bata es una marca de calzados l�der en el mercado nacional, ellos elaboran cada uno de sus zapatos con materiales de alta calidad, los cuales est�n creados para todos los gustos dirigidos a mujeres, hombres y ni�os. Cuentan con una variedad de calzados entre sandalias, zapatos, zapatillas, zapatos escolares, botas y entre otros modelos, con un dise�o moderno e innovador con una diversidad de colores que se adaptan a cada estilo.;BLANDOS;CALZADO;20101951872;2/4/2019;BATA;Abierta
2126;STEP 2;MARA TRADING SAC;20509333263;LINA;YIM;jugueteajuegos@gmail.com;Car. Panamericana Sur Km. 37.2 Mz. Y3 Lote 11 A. Asociaci�n Agropecuaria Sumac Pacha. Lurin - Lima;JR. V�A L�CTEA 181, INT. 107, SURCO. A espaldas de la Universidad de Lima;996202401;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2126;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2126;null;null;BLANDOS;INFANTIL;20509333263;2/8/2019;STEP 2;Abierta
2129;505 INVESTMENT;505 INVESTMENT S.A.C.;20600418832;Rafael;Benavides;investment505@outlook.com;CAL.LOS CABILDOS NRO. 175 URB. PANCHO FIERRO LIMA - LIMA - SANTIAGO DE SURCO;CAL.LOS CABILDOS NRO. 175 URB. PANCHO FIERRO LIMA - LIMA - SANTIAGO DE SURCO;993048386;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2129;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2129;null;null;HOGAR;ELECTROHOGAR;20600418832;2/14/2019;505 INVESTMENT;Abierta
2130;SOCOPUR;PROMOTORA GENESIS S.A.C.;20294560204;SEBASTIAN;VASQUEZ;mauricio.derutte@gruposcp.com;AV. SEPARADORA INDUSTRIAL NRO. 695 URB. MIGUEL GRAU (ALT. DE LA COMISARIA DE SALAMANCA) LIMA - LIMA - ATE;AV. SEPARADORA INDUSTRIAL NRO. 695 URB. MIGUEL GRAU (ALT. DE LA COMISARIA DE SALAMANCA) LIMA - LIMA - ATE;984765596;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2130;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2130;null;Tienda de Ropa y Accesorios de diferentes marcas reconocidas a nivel mundial referente al �rea de motocicletas: Alpinestars KTM Acerbis;NUEVOS NEGOCIOS;MEJORAMIENTO DEL HOGAR;20294560204;2/14/2019;SOCOPUR;Abierta
2131;La Tiendecita de Felpa;CORPORACION FELPA S.A.C.;20604104042;Alejandro;Moreno;CONTACTO@LATIENDECITADEFELPA.COM;PARQUE ALBERTI 161;PARQUE ALBERTI 161;949196478;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2131;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2131;null;Somos una marca dedicada a vestir a tu engre�do de 4 patitas con dise�os super divertidos y �nicos;NUEVOS NEGOCIOS;MASCOTAS;20604104042;2/19/2019;La Tiendecita de Felpa;Abierta
2132;VAUROLA;VAUROLA S.A.C.;20603922540;Vanessa;Saavedra Gamboa;vaurolasac@gmail.com;CAL.FELIX TELLO ROJAS MZA. I LOTE. 14 URB. RES. HONOR Y LEALTAD LIMA - LIMA - SANTIAGO DE SURCO;CAL.FELIX TELLO ROJAS MZA. I LOTE. 14 URB. RES. HONOR Y LEALTAD LIMA - LIMA - SANTIAGO DE SURCO;984724705;991330161;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2132;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2132;null;Cojines Decorativos para realzar tus ambientes.;HOGAR;DECOHOGAR;20603922540;2/19/2019;VAUROLA;Abierta
2133;RELISE;SERRUTO E.I.R.L.;20518739639;LUIS JOSE;TATEISHI SAITO;rserruto@relise.com.pe;JR. SANTIAGO ANTUNEZ DE MAYOLO 182 - URBANIZACION PABLO BONER - LA MOLINA (altura cuadra 10 de Avenida La Fontana);JR. SANTIAGO ANTUNEZ DE MAYOLO 182 - URBANIZACION PABLO BONER - LA MOLINA (altura cuadra 10 de Avenida La Fontana);999432124;965035250;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2133;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2133;www.relise.com.pe;null;BLANDOS;ACCESORIOS;20518739639;2/22/2019;RELISE;Abierta
2137;TIGRE;CALZADO ATLAS SA;20185788599;Diana;Gonzales;dgonzales@calzadoatlas.pe;Horacio Cachay Diaz 364, Sta. Catalina, La Victoria;Horacio Cachay Diaz 364, Sta. Catalina, La Victoria;970 479 858;937093165;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2137;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2137;null;�Tigre es peruano y es calidad! M�s de 60 a�os contigo. Zapatos y zapatillas para toda la familia: urbanos, casuales, deportivos, cl�sicos y fantas�a en un sinf�n de materiales, hecho por manos peruanas. Zapatillas Tigre �Agarra con garra!;BLANDOS;CALZADO;20185788599;2/27/2019;TIGRE;Abierta
2138;FAR WEST;WEST FARGO S.A;20100928419;Camila;Ma�uico;ventas@farwest.pe;Calle Berlin 290- Miraflores;Calle Berlin 290- Miraflores;447-1372;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2138;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2138;null;Somos una empresa con m�s de 40 a�os en el mercado, nos preocupamos por brindar calzados de calidad hechos a base de 100% cuero para los m�s peque�os de casa. Tenemos variedad de zapatos, entre ellos escolares, botas, sandalias, primeros pasos, mocasines y m�s.;BLANDOS;CALZADO;20100928419;2/27/2019;FAR WEST;Abierta
2139;Creaciones Zuriel;CREACIONES ZURIEL S.A.C.;20600552059;LUZ ELENA;FLORES SEDANO;alianzas@creacioneszuriel.pe;JR. CASIMIRO ESPEJO NRO. 232 URB. SANTA LUZMILA 2DA ETAPA (A 2CDRAS CENT.CIVICO MUNICIPALIDAD COMAS) LIMA - LIMA - COMAS;JR. CASIMIRO ESPEJO NRO. 232 URB. SANTA LUZMILA 2DA ETAPA (A 2CDRAS CENT.CIVICO MUNICIPALIDAD COMAS) LIMA - LIMA - COMAS;946257208;934097764;null;null;null;null;BLANDOS;MUJER;20600552059;2/27/2019;Creaciones Zuriel;Abierta
2140;KOKETA;REPRIND S.A.C.;20102309180;MARCELA;SALAZAR;msalazar@koketa.com;CAL.MARIE CURIE NRO. 231 URB. INDUSTRIAL SANTA ROSA LIMA - LIMA - ATE;CAL.MARIE CURIE NRO. 231 URB. INDUSTRIAL SANTA ROSA LIMA - LIMA - ATE;933572472;933572472;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2140;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2140;null;null;BLANDOS;BELLEZA;20102309180;2/27/2019;KOKETA;Abierta
2141;PACIFIC BERRY;PACIFIC FASHION LAB E.I.R.L.;20602866255;NADYA;GARGATE;pacificberrypb@gmail.com;CAL.EMILIO HARTH NRO. 224 DPTO. 302 LIMA - LIMA - SAN BORJA;CAL.EMILIO HARTH NRO. 224 DPTO. 302 LIMA - LIMA - SAN BORJA;941395813;941445604;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2141;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2141;www.pacificberrystore.com;Pacific Berry es una marca de dise�o independiente, para dama y caballero con estilo y color, te acompa�a en tu d�a a d�a, haci�ndote sentir elegante y confortable al mismo tiempo.;BLANDOS;MUJER;20602866255;2/27/2019;PACIFIC BERRY;Abierta
2143;DIGICELL;YOUR ELECTRONICS SUPPLIER S.A.C.;20537821249;Thomas;Contreras;thomas@yes.com.pe;AV. PETIT THOUARS NRO. 5356 INT. 3021 (PISO 3) LIMA - LIMA - MIRAFLORES;AV. PETIT THOUARS NRO. 5356 INT. 3021 (PISO 3) LIMA - LIMA - MIRAFLORES;952367097;913066929;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2143;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2143;null;null;HOGAR;ELECTROHOGAR;20537821249;2/27/2019;DIGICELL;Abierta
2145;RED COM;RED & COM S.A.;20456534041;Jacqueline;Zamora;agerencia@grupoigarashi.com;AV. PETIT THOUARS NRO. 1531 LIMA - LIMA - LINCE;AV. PETIT THOUARS NRO. 1531 LIMA - LIMA - LINCE;977 733 341;null;null;null;null;null;HOGAR;ELECTROHOGAR;20456534041;2/27/2019;RED COM;Abierta
2148;K'allma;MONCLOUD SRL;20501760961;Patricia;Bravo Kamt;pbravo@kallma.com;Rep�blica de Panam� 6539, oficina 202.;Rep�blica de Panam� 6539, oficina 202.;998999154;(01) 7139573;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2148;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2148;null;K'allma es una marca pensada en la mujer peruana, en su bienestar personal, su engreimiento y satisfacci�n, enriqueciendo sus momentos de tranquilidad o cuando est� en contacto con ella misma. Adem�s de una marca, somos una cadena de tiendas que ofrece una amplia gama de productos para ba�o y cuerpo, 100% de origen peruano. � Somos para nuestros consumidores una experiencia, no solo en el momento de la compra, sino tambi�n en el momento de usar nuestros productos.;BLANDOS;BELLEZA;20501760961;3/20/2019;K'allma;Abierta
2150;EGLO;EGLO PERU S.A.C;20522898156;Mauricio;Huapaya Ceruti;mauricio.huapaya@eglo.com;Antigua Panamericana Sur Km 29.5, Lur�n, Lima, Lima;Antigua Panamericana Sur Km 29.5, Lur�n, Lima, Lima;922100701;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2150;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2150;null;Luminarias decorativas dise�adas en Austria. Modelos exclusivos para sala, comedor, dormitorios, exteriores y cada espacio de su ambiente. EGLO es una empresa austriaca l�der en el rubro de la iluminaci�n decorativa, con filiales en casi todo el mundo. Nuestros productos son dise�ados en Austria, cumplen con los m�s altos est�ndares de calidad y optimizaci�n de nuestros costos de producci�n en nuestras plantas de Hungr�a, China e India lo que resulta en productos altamente competitivos en calidad y precio.;HOGAR;DECOHOGAR;20522898156;3/21/2019;EGLO;Abierta
2152;BOX BIKE;CORPORACION E SANCHEZ E.I.R.L;20549551620;Dubert Quevedo;Anyosa Carrera;contacto@boxbike.pe;Mz J lote 31 Asociaci�n los Pinos - San Juan de Lurigancho;detras del essalud de canto grande - frente al parque rio candamo;974270441;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2152;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2152;www.boxbike.pe;Empresa L�der con una amplia variedad de productos y accesorios para bicicletas y bicimotos;BLANDOS;DEPORTES;20549551620;3/21/2019;BOX BIKE;Abierta
2155;TODOMASCOTAS.PE;DEM GROUP S.A.C;20604431311;Mario;Peralta;mperalta@demgroup.pe;Ramon Zavala 279, Santa Anita, Lima;Ramon Zavala 279, Santa Anita, Lima;992742552;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2155;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2155;null;Los especialistas en juguetes y accesorios Premium para mascotas!;NUEVOS NEGOCIOS;MASCOTAS;20604431311;3/21/2019;TODOMASCOTAS.PE;Abierta
2156;PUNTOS OUTLET 2;SPORTS PLANET LATINOAMERICA S.A.C.;20521086832;PAOLA;RIOS;servicioweb@sportsplanetla.com;AV. SANTA CRUZ NRO. 839 INT. 2 (ALT. OVALO GUTIERREZ) LIMA - LIMA - MIRAFLORES;AV. SANTA CRUZ NRO. 839 INT. 2 (ALT. OVALO GUTIERREZ) LIMA - LIMA - MIRAFLORES;967707340;(51)6287248;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2156;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2156;null;Tienda multimarca con productos del hogar principalmente PEDS con marcas como Oster , Philips, Imaco , Wahl , Record;HOGAR;ELECTROHOGAR;20521086832;3/21/2019;PUNTOS OUTLET 2;Abierta
2157;Woof and Love;VELA MALAGA CYNTHIA VANESSA;10467535981;VANESSA;VELA MALAGA;iam@woofandlove.pe;Calle Texcoco 179 Rinconada del Lago 2da Etapa, La Molina, Lima;Calle Texcoco 179 Rinconada del Lago 2da Etapa, La Molina, Lima;999000601;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2157;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2157;null;Woof and Love es una empresa creada para traer bienestar y felicidad a las mascotas, ofreci�ndoles compartir m�s tiempo con sus due�os. Nuestros productos son dise�ados, fabricados y testeados en Per�. Los productos Woof and Love son modernos y pr�cticos para el uso cotidiano. Realizados con dedicaci�n para brindar calidad cumpliendo con las expectativas de los clientes y comodidad a sus engre�dos.;NUEVOS NEGOCIOS;MASCOTAS;10467535981;3/21/2019;Woof and Love;Abierta
2160;Kuntu Cup;SAQG S.A.C.;20557501062;Sandro;Giardino;sandro.giardino@saqgperu.com;Jr. Hermano Lobo 195, San Borja, Lima;Jr. Hermano Lobo 195, San Borja, Lima;987813387;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2160;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2160;null;KUNTU es un Tumbler hecho con acero inoxidable, que mantiene el fr�o y el calor. Excelente para cualquier tipo de bebida fr�a o caliente. - Tama�o y dise�o ideal para llevarlo a donde sea que vayas. �Encaja perfecto en el posavasos de cualquier veh�culo! - Te acompa�a en las diferentes situaciones y actividades durante el d�a. �Es un vaso funcional! �Pru�balo por ti mismo!;HOGAR;DECOHOGAR;20557501062;3/21/2019;Kuntu Cup;Abierta
2161;MIAMI CARRY ON;SILVERATTO SAC;20537731509;JACOB;COHEN;lpilargento@gmail.com;CALLE VICTOR MAURTUA 140 INTERIOR 46 LIMA - LIMA - SAN ISIDRO;CALLE VICTOR MAURTUA 140 INTERIOR 46- LIMA - SAN ISIDRO;2643264;917753119;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2161;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2161;null;Nuestros productos Miami CarryOn son art�culos convenientes e innovadores que mejoran y simplifican su vida cotidiana. Nos esforzamos constantemente para satisfacer a nuestros clientes brind�ndoles lo �ltimo en tecnolog�a y productos de la mejor calidad a precios asequibles. Contamos con una variedad de accesorios de viaje de alta calidad que incluyen adaptadores de viaje, almohadas para el cuello, cargadores port�tiles, cerraduras para equipaje y m�s.;HOGAR;DECOHOGAR;20537731509;3/21/2019;MIAMI CARRY ON;Abierta
2162;CANADIAN PET FOOD;BONDER S.A.C.;20565980492;ARIEL;BONDER;ariel@bondersac.com;AV. DEL EJERCITO NRO. 749 INT. 102 URB. STA.CRUZ LIMA - LIMA - MIRAFLORES;AV. DEL EJERCITO NRO. 749 INT. 102 URB. STA.CRUZ LIMA - LIMA - MIRAFLORES;991 040 309;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2162;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2162;null;null;NUEVOS NEGOCIOS;MASCOTAS;20565980492;3/21/2019;CANADIAN PET FOOD;Abierta
2163;Rita Linares;RITA LINARES DESIGN E.I.R.L.;20601696658;RITA;LINARES;Rita@ritalinaresdesign.com;JR. CERROS DE CAMACHO NRO. 1270 URB. CERROS DE CAMACHO (A ESPALDA CLUB GOLF LOS INCAS) LIMA - LIMA - SANTIAGO DE SURCO;JR. CERROS DE CAMACHO NRO. 1270 URB. CERROS DE CAMACHO (A ESPALDA CLUB GOLF LOS INCAS) LIMA - LIMA - SANTIAGO DE SURCO;944444788;940388747;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2163;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2163;www.ritalinaresdesign.com;RITA LINARES es una empresa peruana de calzado fabricado a mano con 100% cuero de primera calidad. La marca brinda modelos exclusivos, que llevan placas ba�adas en oro con su firma.;BLANDOS;CALZADO;20601696658;3/21/2019;Rita Linares;Abierta
2164;AFIT;A FITNESS & ACCESORIES S.A.C;20604891923;Maria Alejandra;Ch�vez Sanchez-Moreno;contacto@afit.store;Malec�n Grau 175, chorrillos.;Malec�n Grau 175, chorrillos.;971495831;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2164;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2164;null;null;BLANDOS;DEPORTES;20604891923;3/27/2019;AFIT;Abierta
2165;FITNESS MARKET;FITNESS MARKET S.A.C.;20544736052;OMAR;LA CUNZA ALBINAGORTA;MERCADEO@FITNESSMARKET.COM.PE;Av. Guillermo Prescott Nro. 355;Av. Guillermo Prescott Nro. 355;932108647;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/2165;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/2165;null;null;BLANDOS;DEPORTES;20544736052;3/27/2019;FITNESS MARKET;Abierta
2166;YOUROUTLET;YOUROUTLET PERU S.A.C.;20553205191;ivan;quiroz alfaro;iquiroz@youroutlet.pe;CALLE NARCISO DE LA COLINA 421, OFICINA 1101, MIRAFLORES;CALLE NARCISO DE LA COLINA 421, OFICINA 1101, MIRAFLORES;960882472;null;null;null;null;null;BLANDOS;ACCESORIOS;20553205191;3/28/2019;YOUROUTLET;Abierta
